,price
5795,720
5796,500
5797,1218
5798,16805
5799,589
5800,5419
5801,2318
5802,7072
5803,891
5804,710
5805,776
5806,4276
5807,1295
5808,648
5809,8758
5810,6323
5811,5091
5812,1571
5813,2022
5814,1100
5815,505
5816,625
5817,768
5818,7279
5819,6652
5820,6097
5821,972
5822,743
5823,689
5824,662
5825,2530
5826,1557
5827,1654
5828,465
5829,798
5830,2247
5831,4752
5832,5010
5833,7468
5834,1676
5835,15915
5836,12576
5837,3160
5838,1216
5839,605
5840,505
5841,10977
5842,960
5843,1777
5844,713
5845,990
5846,5595
5847,802
5848,2889
5849,579
5850,787
5851,1815
5852,13853
5853,941
5854,422
5855,854
5856,4764
5857,878
5858,8893
5859,6715
5860,574
5861,870
5862,12339
5863,5361
5864,853
5865,1179
5866,900
5867,2524
5868,802
5869,11235
5870,658
5871,518
5872,816
5873,2721
5874,1410
5875,5090
5876,491
5877,1612
5878,3931
5879,3033
5880,12150
5881,10071
5882,638
5883,5242
5884,10236
5885,974
5886,5050
5887,5292
5888,11442
5889,683
5890,506
5891,4399
5892,4858
5893,4200
5894,863
5895,2355
5896,5648
5897,6300
5898,9337
5899,429
5900,7812
5901,4032
5902,7677
5903,2133
5904,3731
5905,1865
5906,1367
5907,666
5908,658
5909,3748
5910,4811
5911,2654
5912,858
5913,3860
5914,5548
5915,4995
5916,2006
5917,6097
5918,3622
5919,1363
5920,8541
5921,1690
5922,18735
5923,898
5924,15309
5925,6353
5926,3763
5927,5028
5928,5975
5929,2376
5930,716
5931,1911
5932,12225
5933,18795
5934,5170
5935,829
5936,4624
5937,13483
5938,1412
5939,7655
5940,5962
5941,1173
5942,3951
5943,1263
5944,1294
5945,988
5946,4644
5947,2385
5948,9694
5949,432
5950,2763
5951,2106
5952,2494
5953,536
5954,607
5955,628
5956,2263
5957,3671
5958,1028
5959,12392
5960,1159
5961,10836
5962,1996
5963,16626
5964,4054
5965,432
5966,7643
5967,960
5968,3800
5969,6701
5970,1000
5971,6728
5972,1566
5973,4177
5974,825
5975,9970
5976,449
5977,3612
5978,7459
5979,605
5980,16914
5981,2281
5982,3011
5983,8590
5984,4681
5985,698
5986,1050
5987,5555
5988,10184
5989,4744
5990,3315
5991,945
5992,2361
5993,796
5994,10346
5995,5764
5996,12342
5997,3352
5998,4007
5999,1262
6000,6463
6001,453
6002,4144
6003,13474
6004,1963
6005,3265
6006,1020
6007,849
6008,3841
6009,465
6010,1000
6011,1077
6012,893
6013,6371
6014,4509
6015,12958
6016,2150
6017,733
6018,1662
6019,5273
6020,3847
6021,689
6022,3027
6023,778
6024,707
6025,2098
6026,17065
6027,2804
6028,2567
6029,2013
6030,5412
6031,2965
6032,1948
6033,1618
6034,4351
6035,1203
6036,1295
6037,4662
6038,4497
6039,1209
6040,607
6041,18120
6042,10929
6043,9290
6044,5805
6045,1781
6046,9433
6047,10222
6048,561
6049,2804
6050,10428
6051,4238
6052,3263
6053,14300
6054,1653
6055,470
6056,4672
6057,1074
6058,2803
6059,2138
6060,6918
6061,1949
6062,6768
6063,1280
6064,2782
6065,11708
6066,3145
6067,6344
6068,1995
6069,18107
6070,1008
6071,3206
6072,781
6073,16942
6074,1605
6075,402
6076,3415
6077,710
6078,16709
6079,3620
6080,17492
6081,7550
6082,1076
6083,17294
6084,2735
6085,6871
6086,850
6087,840
6088,5709
6089,4407
6090,18656
6091,4269
6092,2766
6093,4263
6094,9656
6095,3165
6096,854
6097,1866
6098,7528
6099,5197
6100,1187
6101,15686
6102,1904
6103,3741
6104,2793
6105,4070
6106,606
6107,861
6108,2110
6109,5128
6110,726
6111,17592
6112,595
6113,7518
6114,12566
6115,1230
6116,551
6117,475
6118,3968
6119,589
6120,2631
6121,530
6122,1179
6123,3536
6124,4891
6125,2041
6126,776
6127,1857
6128,3342
6129,2273
6130,4474
6131,1629
6132,906
6133,3550
6134,725
6135,10317
6136,1662
6137,2530
6138,3841
6139,4861
6140,642
6141,769
6142,2998
6143,868
6144,4476
6145,742
6146,3533
6147,2360
6148,1251
6149,2399
6150,875
6151,1799
6152,2960
6153,2318
6154,792
6155,6221
6156,450
6157,2008
6158,6610
6159,1356
6160,693
6161,914
6162,1558
6163,12787
6164,6356
6165,7812
6166,7233
6167,1016
6168,2964
6169,1993
6170,2314
6171,982
6172,12081
6173,727
6174,5939
6175,5452
6176,15092
6177,3178
6178,9442
6179,2940
6180,4513
6181,4845
6182,15036
6183,847
6184,1817
6185,8954
6186,707
6187,3388
6188,1815
6189,2239
6190,3869
6191,891
6192,675
6193,2406
6194,983
6195,1752
6196,1351
6197,903
6198,2102
6199,11511
6200,2575
6201,4876
6202,8595
6203,442
6204,3665
6205,717
6206,5601
6207,1946
6208,568
6209,854
6210,2196
6211,9730
6212,675
6213,3183
6214,4310
6215,2498
6216,16736
6217,16171
6218,1435
6219,747
6220,2350
6221,772
6222,1875
6223,609
6224,6272
6225,1107
6226,2726
6227,1069
6228,15000
6229,732
6230,11216
6231,8316
6232,906
6233,5056
6234,918
6235,1938
6236,926
6237,4327
6238,9282
6239,5401
6240,945
6241,2326
6242,1647
6243,968
6244,572
6245,772
6246,515
6247,2218
6248,15225
6249,1401
6250,4523
6251,504
6252,3770
6253,477
6254,7965
6255,3318
6256,568
6257,675
6258,710
6259,2139
6260,4368
6261,9216
6262,1109
6263,596
6264,719
6265,707
6266,789
6267,2921
6268,828
6269,3624
6270,8820
6271,14720
6272,14426
6273,539
6274,1080
6275,4685
6276,7673
6277,10729
6278,4830
6279,3191
6280,6225
6281,2016
6282,13421
6283,1915
6284,530
6285,3495
6286,841
6287,7086
6288,650
6289,4588
6290,7850
6291,1739
6292,2323
6293,1193
6294,1724
6295,879
6296,1949
6297,8430
6298,3690
6299,684
6300,2829
6301,5000
6302,4136
6303,744
6304,1115
6305,6033
6306,5356
6307,833
6308,6093
6309,1205
6310,1148
6311,4813
6312,7441
6313,1746
6314,558
6315,1124
6316,1007
6317,1063
6318,8020
6319,9384
6320,2131
6321,3005
6322,2753
6323,2526
6324,11189
6325,1388
6326,3160
6327,2221
6328,746
6329,758
6330,16174
6331,752
6332,675
6333,1781
6334,4574
6335,1276
6336,1020
6337,8021
6338,3170
6339,3010
6340,505
6341,1088
6342,4879
6343,1977
6344,6797
6345,4890
6346,1593
6347,5760
6348,4568
6349,2220
6350,1596
6351,1963
6352,4628
6353,1377
6354,14407
6355,2610
6356,894
6357,552
6358,1414
6359,4325
6360,4693
6361,2891
6362,554
6363,571
6364,873
6365,1207
6366,917
6367,1073
6368,1180
6369,649
6370,10580
6371,3420
6372,10833
6373,6436
6374,14853
6375,684
6376,912
6377,552
6378,774
6379,13503
6380,15231
6381,4312
6382,2872
6383,906
6384,436
6385,1589
6386,2335
6387,526
6388,725
6389,4826
6390,3709
6391,1781
6392,1991
6393,575
6394,526
6395,450
6396,3234
6397,2659
6398,447
6399,581
6400,4904
6401,1329
6402,8957
6403,4059
6404,1614
6405,2507
6406,707
6407,7026
6408,1674
6409,749
6410,2344
6411,886
6412,1421
6413,8256
6414,1746
6415,5476
6416,655
6417,475
6418,6323
6419,802
6420,1080
6421,17617
6422,898
6423,900
6424,1689
6425,1408
6426,3989
6427,3082
6428,684
6429,11818
6430,3133
6431,11159
6432,2690
6433,765
6434,1422
6435,7797
6436,7836
6437,2797
6438,666
6439,12151
6440,1140
6441,2793
6442,803
6443,3774
6444,10716
6445,1089
6446,853
6447,2326
6448,2564
6449,873
6450,759
6451,877
6452,2196
6453,15785
6454,626
6455,1263
6456,6523
6457,8566
6458,417
6459,1695
6460,702
6461,1192
6462,2801
6463,3977
6464,2201
6465,6002
6466,1018
6467,5154
6468,2107
6469,5241
6470,1662
6471,626
6472,2307
6473,6190
6474,4385
6475,1738
6476,3486
6477,7341
6478,630
6479,4928
6480,1163
6481,680
6482,4699
6483,14976
6484,1656
6485,2123
6486,863
6487,4081
6488,598
6489,829
6490,13543
6491,8736
6492,2479
6493,1179
6494,3531
6495,828
6496,1220
6497,863
6498,1033
6499,1138
6500,2387
6501,5631
6502,9843
6503,810
6504,1435
6505,13278
6506,10642
6507,706
6508,14565
6509,4194
6510,2962
6511,5065
6512,3145
6513,6714
6514,6683
6515,4500
6516,814
6517,16472
6518,2394
6519,2363
6520,7953
6521,1062
6522,2822
6523,8530
6524,6458
6525,2519
6526,11523
6527,665
6528,13995
6529,2777
6530,357
6531,1390
6532,10012
6533,600
6534,895
6535,6010
6536,608
6537,3468
6538,8705
6539,5703
6540,7094
6541,6777
6542,784
6543,2010
6544,5171
6545,5134
6546,5882
6547,537
6548,8525
6549,597
6550,1187
6551,4416
6552,1605
6553,645
6554,540
6555,11518
6556,755
6557,770
6558,480
6559,3822
6560,1150
6561,3704
6562,6905
6563,3462
6564,775
6565,4472
6566,1806
6567,720
6568,2767
6569,5638
6570,1949
6571,2012
6572,3823
6573,911
6574,5505
6575,664
6576,16439
6577,2322
6578,3299
6579,1140
6580,730
6581,1041
6582,1160
6583,1970
6584,2771
6585,871
6586,3577
6587,1654
6588,844
6589,4228
6590,706
6591,4425
6592,1133
6593,515
6594,829
6595,1815
6596,4046
6597,9633
6598,705
6599,2340
6600,8769
6601,5510
6602,1005
6603,1737
6604,919
6605,1680
6606,3763
6607,1007
6608,759
6609,918
6610,2703
6611,1837
6612,2815
6613,809
6614,10962
6615,3246
6616,3212
6617,2470
6618,5418
6619,4645
6620,888
6621,990
6622,4455
6623,1609
6624,1812
6625,1030
6626,1243
6627,449
6628,791
6629,1255
6630,2516
6631,1764
6632,911
6633,942
6634,7319
6635,2505
6636,4284
6637,1153
6638,959
6639,1814
6640,584
6641,18674
6642,450
6643,5863
6644,2910
6645,18034
6646,3772
6647,557
6648,6962
6649,756
6650,1858
6651,756
6652,684
6653,593
6654,2789
6655,882
6656,647
6657,12168
6658,784
6659,9705
6660,1010
6661,1659
6662,596
6663,1207
6664,1952
6665,4785
6666,773
6667,1000
6668,3720
6669,9248
6670,3769
6671,2319
6672,900
6673,2947
6674,3575
6675,6471
6676,13502
6677,3145
6678,2206
6679,878
6680,1987
6681,1007
6682,6588
6683,1792
6684,1932
6685,891
6686,476
6687,670
6688,4311
6689,4239
6690,2559
6691,2276
6692,12342
6693,7290
6694,1128
6695,1103
6696,5946
6697,917
6698,4068
6699,662
6700,3443
6701,889
6702,1940
6703,585
6704,756
6705,1778
6706,7247
6707,7553
6708,516
6709,545
6710,4405
6711,2510
6712,2394
6713,3974
6714,828
6715,3750
6716,4150
6717,844
6718,919
6719,1806
6720,18306
6721,4840
6722,13873
6723,8305
6724,946
6725,2230
6726,5411
6727,13320
6728,6290
6729,770
6730,5664
6731,2385
6732,605
6733,1438
6734,1033
6735,6399
6736,5091
6737,1015
6738,734
6739,2645
6740,7256
6741,1691
6742,784
6743,6006
6744,747
6745,3378
6746,1865
6747,13951
6748,6702
6749,6956
6750,788
6751,5006
6752,2777
6753,16793
6754,5487
6755,11572
6756,803
6757,1641
6758,1792
6759,1425
6760,9451
6761,958
6762,2306
6763,15898
6764,639
6765,665
6766,783
6767,1914
6768,6484
6769,4165
6770,11146
6771,746
6772,7666
6773,817
6774,660
6775,1408
6776,2394
6777,3736
6778,3246
6779,14561
6780,6306
6781,5880
6782,6606
6783,5067
6784,730
6785,605
6786,645
6787,2333
6788,1579
6789,1605
6790,5424
6791,878
6792,1180
6793,4068
6794,1207
6795,2342
6796,1863
6797,756
6798,880
6799,666
6800,803
6801,7501
6802,2451
6803,5642
6804,540
6805,3502
6806,10211
6807,707
6808,14740
6809,3569
6810,4711
6811,17504
6812,1303
6813,2213
6814,13215
6815,380
6816,1076
6817,886
6818,9876
6819,4338
6820,776
6821,475
6822,597
6823,11797
6824,5793
6825,434
6826,10080
6827,1879
6828,613
6829,3735
6830,7291
6831,2328
6832,5147
6833,1720
6834,904
6835,694
6836,4899
6837,4234
6838,1758
6839,913
6840,14732
6841,1255
6842,422
6843,4435
6844,4304
6845,4458
6846,435
6847,1971
6848,1243
6849,1613
6850,12084
6851,3346
6852,5497
6853,631
6854,8342
6855,1367
6856,4057
6857,1763
6858,447
6859,3080
6860,842
6861,886
6862,2326
6863,770
6864,1908
6865,7438
6866,6440
6867,1063
6868,5646
6869,2100
6870,8044
6871,1654
6872,1286
6873,10214
6874,1640
6875,907
6876,10752
6877,3250
6878,1284
6879,6856
6880,957
6881,5885
6882,664
6883,941
6884,1608
6885,3521
6886,1243
6887,1008
6888,4670
6889,10572
6890,2692
6891,763
6892,1192
6893,477
6894,439
6895,705
6896,1356
6897,4566
6898,18429
6899,7737
6900,14416
6901,1314
6902,4355
6903,756
6904,1265
6905,5818
6906,593
6907,5543
6908,596
6909,4803
6910,4702
6911,1909
6912,9709
6913,454
6914,6456
6915,10184
6916,18405
6917,14111
6918,2753
6919,2347
6920,7294
6921,975
6922,1050
6923,4951
6924,873
6925,3112
6926,574
6927,1069
6928,14982
6929,8225
6930,2436
6931,723
6932,2040
6933,1752
6934,3316
6935,2703
6936,3387
6937,1010
6938,3312
6939,4449
6940,1634
6941,871
6942,1061
6943,417
6944,1687
6945,645
6946,1761
6947,15308
6948,6759
6949,6089
6950,2482
6951,18678
6952,7627
6953,853
6954,1221
6955,5633
6956,506
6957,608
6958,2809
6959,2535
6960,9334
6961,778
6962,11202
6963,576
6964,1255
6965,2557
6966,4054
6967,8442
6968,4985
6969,844
6970,12907
6971,5670
6972,1247
6973,3234
6974,2211
6975,2891
6976,574
6977,627
6978,1010
6979,2677
6980,2162
6981,6867
6982,1580
6983,993
6984,7506
6985,6004
6986,8377
6987,710
6988,2447
6989,1821
6990,3816
6991,3422
6992,1097
6993,1367
6994,9468
6995,655
6996,5522
6997,660
6998,8491
6999,1115
7000,1038
7001,4900
7002,13287
7003,6165
7004,16733
7005,6618
7006,5426
7007,4216
7008,4146
7009,6127
7010,696
7011,898
7012,968
7013,934
7014,612
7015,16129
7016,571
7017,775
7018,1273
7019,8157
7020,924
7021,992
7022,4884
7023,5729
7024,2485
7025,6290
7026,5082
7027,1629
7028,608
7029,10704
7030,729
7031,1813
7032,4918
7033,2107
7034,2134
7035,3160
7036,2275
7037,807
7038,13671
7039,991
7040,593
7041,2291
7042,594
7043,1350
7044,1814
7045,1306
7046,391
7047,742
7048,698
7049,16861
7050,3857
7051,5944
7052,7423
7053,5166
7054,1105
7055,954
7056,6169
7057,10086
7058,593
7059,2399
7060,2106
7061,4434
7062,2475
7063,988
7064,888
7065,6464
7066,480
7067,658
7068,875
7069,7079
7070,5088
7071,10641
7072,4095
7073,789
7074,4368
7075,4008
7076,7929
7077,13993
7078,2028
7079,1005
7080,699
7081,1763
7082,449
7083,4047
7084,571
7085,5436
7086,4890
7087,11333
7088,1041
7089,5065
7090,6597
7091,626
7092,8275
7093,9590
7094,3337
7095,10416
7096,1546
7097,14870
7098,1664
7099,891
7100,6588
7101,1883
7102,1264
7103,6100
7104,928
7105,4304
7106,905
7107,3267
7108,653
7109,775
7110,561
7111,4620
7112,5822
7113,13820
7114,3528
7115,992
7116,2318
7117,8990
7118,1124
7119,2487
7120,2848
7121,746
7122,756
7123,3948
7124,1438
7125,6307
7126,4241
7127,720
7128,5717
7129,758
7130,12864
7131,1149
7132,9891
7133,911
7134,1913
7135,2525
7136,2787
7137,8996
7138,4989
7139,876
7140,800
7141,588
7142,11572
7143,2121
7144,10219
7145,4626
7146,1760
7147,16082
7148,2142
7149,11154
7150,1984
7151,9176
7152,4092
7153,810
7154,678
7155,853
7156,1753
7157,6399
7158,660
7159,7325
7160,706
7161,3916
7162,4732
7163,2702
7164,666
7165,2376
7166,492
7167,5650
7168,17663
7169,1081
7170,673
7171,5133
7172,7623
7173,4032
7174,2129
7175,1758
7176,3994
7177,430
7178,1187
7179,1151
7180,4063
7181,779
7182,1616
7183,1715
7184,3378
7185,556
7186,633
7187,573
7188,10080
7189,784
7190,1759
7191,7059
7192,11170
7193,5313
7194,3248
7195,3775
7196,854
7197,756
7198,5160
7199,3911
7200,982
7201,9260
7202,2415
7203,8577
7204,943
7205,12494
7206,2632
7207,1430
7208,5669
7209,6966
7210,5484
7211,978
7212,4314
7213,10494
7214,8938
7215,5989
7216,814
7217,561
7218,990
7219,1712
7220,2110
7221,2388
7222,2757
7223,5645
7224,1767
7225,7636
7226,595
7227,9119
7228,1059
7229,1007
7230,3588
7231,7978
7232,10094
7233,6177
7234,5049
7235,810
7236,4120
7237,881
7238,2879
7239,6135
7240,5606
7241,5836
7242,5527
7243,478
7244,576
7245,5411
7246,9891
7247,9541
7248,6552
7249,7246
7250,714
7251,1815
7252,10485
7253,1821
7254,4715
7255,5864
7256,4863
7257,11975
7258,13587
7259,477
7260,12912
7261,2329
7262,900
7263,18760
7264,3812
7265,8131
7266,756
7267,4077
7268,552
7269,2804
7270,979
7271,9735
7272,6399
7273,8848
7274,942
7275,882
7276,6470
7277,1606
7278,673
7279,931
7280,892
7281,7548
7282,4746
7283,6027
7284,1912
7285,1939
7286,2400
7287,10635
7288,7066
7289,1323
7290,1581
7291,1436
7292,2835
7293,2792
7294,1002
7295,730
7296,625
7297,2081
7298,4445
7299,5989
7300,1948
7301,5702
7302,4715
7303,12000
7304,775
7305,7526
7306,8976
7307,878
7308,6905
7309,9624
7310,2696
7311,1056
7312,659
7313,1613
7314,1105
7315,6289
7316,6564
7317,720
7318,1024
7319,667
7320,1806
7321,3666
7322,12359
7323,1359
7324,1913
7325,16314
7326,12418
7327,495
7328,4696
7329,2811
7330,1356
7331,1758
7332,984
7333,683
7334,3697
7335,2690
7336,15826
7337,814
7338,13211
7339,10769
7340,17804
7341,10688
7342,905
7343,5922
7344,4374
7345,5000
7346,792
7347,843
7348,18430
7349,4241
7350,14445
7351,3833
7352,4290
7353,2100
7354,4412
7355,593
7356,11722
7357,10719
7358,672
7359,18178
7360,3936
7361,4580
7362,4476
7363,544
7364,1097
7365,4194
7366,5299
7367,8458
7368,3858
7369,561
7370,705
7371,548
7372,9596
7373,7584
7374,8284
7375,7198
7376,1031
7377,6664
7378,7556
7379,8063
7380,1607
7381,394
7382,10519
7383,9401
7384,906
7385,12295
7386,4769
7387,2048
7388,3841
7389,5854
7390,4487
7391,1016
7392,1250
7393,1294
7394,5400
7395,2233
7396,12196
7397,6714
7398,1662
7399,4252
7400,5155
7401,2964
7402,1271
7403,12257
7404,1041
7405,10711
7406,1320
7407,1237
7408,2283
7409,1020
7410,8039
7411,675
7412,1090
7413,5450
7414,2294
7415,2285
7416,764
7417,814
7418,5037
7419,565
7420,1694
7421,4157
7422,1050
7423,8489
7424,1656
7425,1323
7426,1410
7427,1343
7428,2583
7429,4476
7430,452
7431,718
7432,2372
7433,4038
7434,2351
7435,12554
7436,794
7437,1560
7438,3463
7439,3004
7440,1389
7441,6492
7442,828
7443,4327
7444,1955
7445,781
7446,5006
7447,755
7448,4291
7449,639
7450,923
7451,1752
7452,417
7453,1358
7454,13464
7455,14462
7456,1087
7457,928
7458,8303
7459,11430
7460,5819
7461,2061
7462,424
7463,4188
7464,1639
7465,7326
7466,3365
7467,548
7468,936
7469,1016
7470,9324
7471,6204
7472,17760
7473,1707
7474,2106
7475,924
7476,2296
7477,1272
7478,1135
7479,2107
7480,7491
7481,5815
7482,2456
7483,599
7484,1284
7485,1371
7486,3172
7487,603
7488,12851
7489,552
7490,2539
7491,2913
7492,4838
7493,880
7494,670
7495,1786
7496,659
7497,571
7498,5527
7499,819
7500,8794
7501,3181
7502,571
7503,3160
7504,4986
7505,2202
7506,5818
7507,1153
7508,854
7509,4467
7510,507
7511,10314
7512,14295
7513,1678
7514,16086
7515,870
7516,7056
7517,663
7518,827
7519,828
7520,734
7521,773
7522,9660
7523,12079
7524,8610
7525,589
7526,5988
7527,526
7528,1710
7529,763
7530,789
7531,4913
7532,3579
7533,882
7534,3838
7535,2090
7536,608
7537,12555
7538,4766
7539,7333
7540,2574
7541,704
7542,828
7543,1651
7544,1074
7545,1415
7546,4234
7547,872
7548,3158
7549,4661
7550,3411
7551,4349
7552,2241
7553,514
7554,984
7555,1328
7556,5219
7557,633
7558,1937
7559,6335
7560,945
7561,1857
7562,404
7563,954
7564,1189
7565,4144
7566,942
7567,6559
7568,4060
7569,4796
7570,3597
7571,5795
7572,984
7573,1727
7574,10277
7575,1814
7576,2680
7577,1266
7578,8238
7579,1113
7580,2581
7581,2387
7582,2239
7583,694
7584,3096
7585,2133
7586,880
7587,7270
7588,8928
7589,529
7590,575
7591,622
7592,684
7593,2192
7594,863
7595,1303
7596,1711
7597,1881
7598,3674
7599,6509
7600,1890
7601,746
7602,3113
7603,475
7604,14395
7605,1046
7606,12822
7607,2315
7608,8213
7609,447
7610,2623
7611,740
7612,4193
7613,5051
7614,3880
7615,1257
7616,1374
7617,898
7618,5488
7619,1828
7620,827
7621,5124
7622,2347
7623,2229
7624,886
7625,9898
7626,7389
7627,15354
7628,4861
7629,1433
7630,730
7631,2035
7632,3036
7633,6618
7634,7291
7635,765
7636,4686
7637,3787
7638,2463
7639,434
7640,596
7641,1875
7642,554
7643,5006
7644,573
7645,537
7646,1433
7647,6104
7648,8436
7649,6315
7650,3816
7651,1768
7652,4898
7653,5386
7654,907
7655,16881
7656,942
7657,11602
7658,5513
7659,698
7660,5652
7661,8107
7662,1819
7663,842
7664,965
7665,2250
7666,2812
7667,11108
7668,1778
7669,18359
7670,2365
7671,863
7672,1625
7673,802
7674,1600
7675,1824
7676,1919
7677,994
7678,8741
7679,490
7680,755
7681,3763
7682,5292
7683,1945
7684,5746
7685,5947
7686,721
7687,2990
7688,3326
7689,4432
7690,867
7691,876
7692,4370
7693,3107
7694,1013
7695,455
7696,610
7697,6089
7698,550
7699,1240
7700,3968
7701,886
7702,967
7703,3819
7704,3864
7705,4304
7706,7852
7707,452
7708,9527
7709,628
7710,4232
7711,2427
7712,12712
7713,5627
7714,689
7715,4166
7716,5026
7717,14502
7718,680
7719,2188
7720,8602
7721,2310
7722,680
7723,2427
7724,828
7725,3805
7726,435
7727,489
7728,7722
7729,397
7730,15718
7731,4596
7732,447
7733,3239
7734,8184
7735,2169
7736,1929
7737,612
7738,565
7739,720
7740,16629
7741,3237
7742,945
7743,18440
7744,391
7745,2733
7746,3400
7747,11767
7748,4025
7749,3981
7750,947
7751,7948
7752,14361
7753,2147
7754,4478
7755,1018
7756,3405
7757,8795
7758,461
7759,1214
7760,886
7761,16003
7762,8095
7763,485
7764,1622
7765,16611
7766,2154
7767,789
7768,8848
7769,16031
7770,3662
7771,13953
7772,811
7773,1664
7774,3739
7775,684
7776,2508
7777,2789
7778,449
7779,4666
7780,1289
7781,6617
7782,765
7783,10548
7784,1429
7785,3715
7786,10796
7787,3018
7788,3644
7789,734
7790,972
7791,1082
7792,3625
7793,1551
7794,3604
7795,5243
7796,760
7797,4368
7798,1793
7799,696
7800,6060
7801,730
7802,1678
7803,683
7804,1048
7805,509
7806,2016
7807,1947
7808,7074
7809,710
7810,5547
7811,505
7812,631
7813,859
7814,2062
7815,602
7816,4817
7817,2297
7818,1040
7819,8917
7820,10728
7821,2847
7822,1129
7823,708
7824,751
7825,8598
7826,5040
7827,4455
7828,766
7829,911
7830,5692
7831,4022
7832,2456
7833,4469
7834,6513
7835,2327
7836,959
7837,706
7838,678
7839,4758
7840,4186
7841,5217
7842,13557
7843,1929
7844,2929
7845,720
7846,7706
7847,1053
7848,765
7849,9089
7850,778
7851,1408
7852,1258
7853,424
7854,878
7855,5671
7856,5123
7857,2551
7858,2131
7859,3999
7860,6504
7861,885
7862,5866
7863,485
7864,3800
7865,8029
7866,561
7867,11906
7868,2055
7869,2070
7870,2107
7871,627
7872,5358
7873,336
7874,3478
7875,9344
7876,15134
7877,734
7878,3967
7879,540
7880,911
7881,680
7882,525
7883,2392
7884,5055
7885,3053
7886,2282
7887,789
7888,1270
7889,997
7890,10293
7891,496
7892,4540
7893,670
7894,498
7895,2287
7896,6108
7897,803
7898,10508
7899,5865
7900,854
7901,547
7902,8079
7903,7215
7904,4891
7905,622
7906,4649
7907,4819
7908,8778
7909,1787
7910,789
7911,2083
7912,4692
7913,1263
7914,1436
7915,583
7916,1031
7917,4259
7918,574
7919,1323
7920,698
7921,7832
7922,5544
7923,1802
7924,1629
7925,2362
7926,5702
7927,419
7928,1356
7929,505
7930,408
7931,2076
7932,5121
7933,1151
7934,5940
7935,1654
7936,5701
7937,9836
7938,4705
7939,621
7940,4243
7941,4042
7942,1816
7943,7062
7944,6071
7945,9234
7946,4278
7947,521
7948,2171
7949,993
7950,1243
7951,4537
7952,710
7953,15430
7954,14824
7955,1044
7956,5242
7957,1614
7958,561
7959,1094
7960,3734
7961,16148
7962,9207
7963,4855
7964,13846
7965,692
7966,765
7967,1250
7968,18198
7969,11815
7970,11607
7971,4198
7972,1622
7973,1665
7974,1280
7975,413
7976,3837
7977,2070
7978,4517
7979,3471
7980,4578
7981,987
7982,2163
7983,816
7984,4544
7985,3545
7986,7756
7987,2103
7988,1209
7989,1865
7990,901
7991,12048
7992,776
7993,612
7994,1426
7995,2442
7996,4550
7997,636
7998,1239
7999,803
8000,2617
8001,870
8002,444
8003,7239
8004,890
8005,5151
8006,5223
8007,3989
8008,6691
8009,6589
8010,625
8011,2376
8012,405
8013,1134
8014,579
8015,2491
8016,1754
8017,2177
8018,8735
8019,5461
8020,1293
8021,7159
8022,2035
8023,3856
8024,2952
8025,702
8026,14247
8027,873
8028,2283
8029,589
8030,684
8031,814
8032,2515
8033,844
8034,5816
8035,5228
8036,2748
8037,4504
8038,7754
8039,4887
8040,737
8041,9176
8042,7115
8043,3797
8044,3516
8045,5055
8046,907
8047,759
8048,2694
8049,15819
8050,523
8051,665
8052,927
8053,2459
8054,1087
8055,1123
8056,1559
8057,8183
8058,4255
8059,1235
8060,10049
8061,1733
8062,5116
8063,568
8064,8202
8065,838
8066,5028
8067,2271
8068,1841
8069,5444
8070,703
8071,1286
8072,529
8073,10721
8074,1775
8075,882
8076,3601
8077,1350
8078,2599
8079,16427
8080,5779
8081,3789
8082,4229
8083,4773
8084,3663
8085,3290
8086,912
8087,2358
8088,596
8089,7672
8090,3881
8091,2693
8092,14763
8093,12743
8094,1273
8095,1080
8096,16769
8097,447
8098,2553
8099,552
8100,2874
8101,1218
8102,694
8103,523
8104,506
8105,485
8106,575
8107,16786
8108,708
8109,1062
8110,7146
8111,581
8112,684
8113,4194
8114,606
8115,1395
8116,2313
8117,641
8118,5327
8119,833
8120,15757
8121,2409
8122,1753
8123,453
8124,1134
8125,4916
8126,844
8127,886
8128,4523
8129,730
8130,2839
8131,12349
8132,4764
8133,4255
8134,1021
8135,2657
8136,4381
8137,15756
8138,3089
8139,6805
8140,1232
8141,613
8142,6629
8143,1918
8144,3484
8145,1634
8146,2437
8147,984
8148,675
8149,2314
8150,2670
8151,16485
8152,1094
8153,4353
8154,626
8155,710
8156,4133
8157,1172
8158,907
8159,1569
8160,8608
8161,4455
8162,1225
8163,965
8164,6444
8165,844
8166,8836
8167,1436
8168,866
8169,2398
8170,1056
8171,1911
8172,14453
8173,625
8174,2218
8175,1697
8176,9823
8177,6319
8178,8736
8179,12891
8180,4620
8181,7080
8182,1031
8183,2804
8184,684
8185,9092
8186,1305
8187,10832
8188,13148
8189,2822
8190,1230
8191,654
8192,3342
8193,746
8194,730
8195,4079
8196,1300
8197,909
8198,2030
8199,524
8200,608
8201,3097
8202,3391
8203,844
8204,5708
8205,4532
8206,432
8207,954
8208,903
8209,5998
8210,11395
8211,477
8212,10468
8213,905
8214,10646
8215,605
8216,1680
8217,1629
8218,2522
8219,558
8220,1056
8221,2266
8222,618
8223,7424
8224,1985
8225,5152
8226,5141
8227,2400
8228,880
8229,961
8230,1169
8231,8403
8232,9704
8233,1814
8234,8513
8235,2492
8236,3171
8237,948
8238,462
8239,5582
8240,1433
8241,2145
